favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
3,Twitter for BlackBerry®,jaja http://yfrog.com/g153yij,,False,Thu Nov 11 16:15:58 +0000 2010,0,2756426795585537
6608,Twitter for iPhone,:),,False,Tue Jan 05 02:05:59 +0000 2016,1264,684194097695862784
1,Twitter Web Client,@Ariis_M en verdad? en donde? :),ArantxaJ95,False,Wed May 11 03:01:04 +0000 2011,1,68148591310548992
76,Twitter Web Client,Choco Milk en las rocas.,,False,Mon Feb 13 04:03:26 +0000 2012,310,168908110843490305
5754,Twitter for iPhone,#TeamSeamosAmigas 👯👯👯👯👯👯👯👯👯👯👯👯👯 únete a nuestro equipo: https://t.co/dxVzShMe8g,,False,Tue Feb 16 04:21:38 +0000 2016,932,699448527248715777
0,Twitter Web Client,"No puede ser, no puedo dormir.",,False,Wed Nov 02 13:06:07 +0000 2011,4,131718730873978881
86,Twitter Web Client,Si no lo ves lo sentiras..,,False,Mon May 07 04:45:48 +0000 2012,418,199359352535121920
2951,Twitter for iPhone,Preséntenme a sus perritos ¿si? 😊,,False,Sun Jan 18 16:56:14 +0000 2015,531,556857610092429313
2184,Twitter for iPhone,Despiértame con besos toda la vida.,,False,Mon Dec 30 19:24:16 +0000 2013,3334,417737920796045312
1157,Twitter Web Client,http://t.co/bFJ5lrw2Yp,,False,Tue Nov 18 05:30:47 +0000 2014,208,534579450437185536
2656,Twitter for iPhone,Eres lo favorito de mis días.,,False,Fri Jun 27 16:11:52 +0000 2014,2757,482556932092211200
0,Twitter Web Client,Ya me voy a dormir.. buenas noches &lt;3!,,False,Wed Mar 23 07:10:18 +0000 2011,0,50454305421004800
3389,Twitter for iPhone,"Hoy necesito apapachos tuyos, sólo eso.",,False,Thu Jul 10 00:20:11 +0000 2014,3042,487028473781702657
1,Twitter for BlackBerry®,:) http://yfrog.com/gzvz4ufj,,False,Wed Feb 02 21:15:02 +0000 2011,1,32909883774861314
3,Twitter for BlackBerry®,Me hace cosas sorpresas de cenar (:.,,False,Sun Nov 27 05:05:03 +0000 2011,10,140657365082062848
2482,Twitter for iPhone,"¡Échenle ganas a todo lo que hagan, buen buen día! 🌻",,False,Mon Nov 10 13:28:39 +0000 2014,1020,531800604394651648
841,Instagram,🙌 http://t.co/2ciynNsWvS,,False,Sun Nov 02 18:46:49 +0000 2014,182,528981572931031040
2,Twitter Web Client,"@eduardomoreno_7 oye oye, yo te amo :)",eduardomoreno_7,False,Tue Aug 09 19:01:21 +0000 2011,0,101005159886360576
2837,Twitter Web Client,No quiero estar sin ti.,,False,Mon Aug 25 05:15:33 +0000 2014,2356,503772647277465600
0,Twitter for BlackBerry®,Ahh ya ente una amiga bien poderosa se salto :) gracias por preocuparse,,False,Sun Mar 13 08:15:24 +0000 2011,0,46846808080654336
0,Twitter Web Client,@bernnytorres te amo,,False,Sat May 21 13:50:34 +0000 2011,0,71935919854333954
454,Twitter Web Client,''NUEVO VIDEO'' YUYA APRENDIENDO A MANEJAR ---&gt; http://t.co/NlTkta96DC    #AQUINOMEMAQUILLO   ¡RT RT :D!,,False,Thu Sep 12 20:45:05 +0000 2013,613,378257984016494592
393,Twitter for iPhone,Que bonito fin. &lt;3,,False,Mon Feb 18 04:28:02 +0000 2013,1139,303360200935608320
504,Twitter Web Client,La importancia personal es nuestro mayor enemigo..,,False,Tue Oct 15 18:06:08 +0000 2013,835,390176782009110528
9,Twitter Web Client,No me veas con esos ojos.,,False,Sun Aug 14 18:36:23 +0000 2011,10,102810814985154560
96,Twitter Web Client,Nuevo video :D ♥ http://t.co/2SWWdSy0 RTRT,,False,Thu Apr 19 00:43:20 +0000 2012,469,192775352152621059
68,Twitter Web Client,Me urgen vacaciones de pueblo bonito.,,False,Thu May 03 02:32:39 +0000 2012,279,197876294204133376
11,Twitter for BlackBerry®,"Ya no voy a ser lindita contigo,por cortante!...fin",,False,Sat Aug 06 05:29:15 +0000 2011,40,99713625652080640
38,Twitter Web Client,"Me siento buena madre, bañe a Ramon sin que llorara. Ni poquito :).",,False,Tue Mar 27 00:21:17 +0000 2012,59,184434884469735425
0,Twitter for BlackBerry®,Ahhh que comodo es usar ropa de hombre,,False,Wed Jan 12 22:43:15 +0000 2011,1,25321940134666240
0,Twitter for BlackBerry®,Me divierte estar sentada cerrar un ojo y que paresca que le pico la cara con el lapiz jajaja ahí :),,False,Mon Jan 31 20:09:27 +0000 2011,0,32168604598272000
1,Twitter for BlackBerry®,D: aaaaa! http://yfrog.com/h4fjquzj,,False,Sat Aug 06 20:00:59 +0000 2011,1,99933003115003904
4856,Twitter for iPhone,¡Nuevo video! 💕💪🏻: https://t.co/QQ068JVbfA  👏Hice unas casitas para mis mascotas de lo más cool 🤘🏻✨ ¡Quedó increíbl… https://t.co/okFSbff7k3,,False,Thu Apr 06 02:20:30 +0000 2017,453,849809004716937216
1,Twitter Web Client,Celulare de lado a lao!,,False,Mon Aug 15 03:20:10 +0000 2011,1,102942631105003521
3480,Twitter for iPhone,Hola 😏.,,False,Thu Jul 23 12:29:41 +0000 2015,745,624194670982250496
6707,Twitter for iPhone,Necesito un abrazo de los que te hacen sentir paz.,,False,Wed May 06 01:42:59 +0000 2015,5720,595765670119374849
25,Twitter Web Client,"Oye, feliz día!",,False,Wed Mar 14 17:48:49 +0000 2012,117,179987460770627584
1457,Twitter for iPhone,Bonito.,,False,Fri Jun 06 21:13:26 +0000 2014,699,475022677653323776
1090,Twitter for iPhone,No me impolta que usted sea mayol que yo.,,False,Mon Feb 18 02:01:04 +0000 2013,2938,303323215697174528
52,Twitter Web Client,"Colecciono momentos, no cosas.",,False,Sat Nov 19 00:05:28 +0000 2011,195,137682867810598912
3877,Twitter for iPhone,¿En qué país vives? 🙊,,False,Thu Jun 04 19:53:42 +0000 2015,816,606549409229201412
32,Twitter for iPhone,"Hoy va a ser un día perverso, creo... dormiré un ratito!",,False,Wed Apr 04 08:51:13 +0000 2012,83,187462313564049409
27,Twitter Web Client,La gente suele chillar sin pena frente a mi.,,False,Tue Mar 06 02:13:47 +0000 2012,77,176853050982531072
1,Twitter Web Client,"Caminaba sin zapatos muy campante, pero pise y se me enterro la punta de un arete que estaba en el suelo.",,False,Tue Sep 06 06:32:03 +0000 2011,5,110963455070183424
5812,Twitter Web Client,"¡Mira cómo hacer PASTELES DE AMOR &lt;3! 
--&gt; https://t.co/OM9VcAV7cw   ¡Nuevo video :D! ¿ME AYUDAS CON UN RT, RT? &lt;3 http://t.co/PrXRLxdYGI",,False,Thu Jan 29 21:43:28 +0000 2015,1605,560916159445213184
0,Twitter Web Client,"@Fernanda8a que bonito es que exista alguien que hable tanto como yo :) y poder hablar por horas de lo mismo, y jamas aburrirnos! te amo",Fernanda8a,False,Fri May 20 06:10:58 +0000 2011,1,71457870675329024
4542,Twitter for iPhone,"Por cierto, siento raro decirle ""perro"" en lugar de mencionarla  por su nombre. :(",,False,Tue Nov 22 05:14:09 +0000 2016,443,800930344195104768
290,Twitter for iPhone,¡Holaaaaaaaaaa!,,False,Tue Apr 23 14:40:52 +0000 2013,327,326707246337757184
164,Twitter for iPhone,"""En mi corazón""",,False,Thu Aug 23 23:25:45 +0000 2012,521,238779087127191552
8311,Twitter for iPhone,"Me haces una mujer muy feliz, gracias.",,False,Sun Aug 16 07:46:31 +0000 2015,3919,632820720112824320
2545,Twitter for iPhone,Cada momento lo haces inolvidable.,,False,Tue Sep 02 01:25:20 +0000 2014,1825,506613814523990016
3136,Twitter for iPhone,¿Dónde esta el botón para reiniciar el fin de semana? 😶,,False,Tue Oct 14 17:49:20 +0000 2014,2578,522081736705200128
0,Twitter Web Client,@masosB hey hey hey!,masosB,False,Thu Dec 16 19:47:10 +0000 2010,0,15493152534175744
4137,Twitter for iPhone,Un mensaje tuyo puede cambiarle el día.,,False,Tue Dec 09 02:20:49 +0000 2014,2333,542141787411054593
5,Twitter Web Client,"Hoy vi una peli de miedo, y ahora no puedo dormir muy feliz.",,False,Thu Nov 10 09:17:40 +0000 2011,6,134560344575184896
0,Twitter Web Client,@oscar_luna   tengo que ir a el df ? es que yo soy de cuernavaca,oscar_luna,False,Mon Nov 29 22:48:49 +0000 2010,0,9378276250222592
0,Twitter for BlackBerry®,"@MariandMB te mando un abrazo grande ,creo que  nos llamamos igual :)",MariandMB,False,Fri Oct 28 01:55:02 +0000 2011,0,129737910537826304
1,Twitter Web Client,Extraño tomar fotos,,False,Sun May 01 16:33:43 +0000 2011,0,64729220122808320
9161,Twitter for iPhone,NUEVO VIDEO 💫☄️✨⭐️ Maquillaje para resaltar tu belleza 🙊💕¡Te va a encantar! --&gt; https://t.co/tasrCNPUZN https://t.co/yBF1NeM7Il,,False,Sat Jan 21 00:56:19 +0000 2017,804,822608729707266048
138,Twitter for iPhone,Instagram: yuyacst,,False,Wed Oct 03 00:09:33 +0000 2012,121,253285626579935232
5168,Twitter for iPhone,Me pones nerviosa.,,False,Sun May 24 00:38:20 +0000 2015,2408,602272385119559680
4143,Twitter for iPhone,¡Pero el video de mañana está quedando cooooool ✌️!,,False,Mon May 15 09:01:16 +0000 2017,254,864042989416439809
3008,Twitter for iPhone,🙌 V i e r n e s 🙌,,False,Fri Oct 24 06:04:38 +0000 2014,2342,525528270276931584
695,Twitter Web Client,"¡Besitos en la espalda, vengan pronto a mi!",,False,Thu Feb 28 00:49:23 +0000 2013,1701,306929054932688896
64,Twitter Web Client,Todo deja una marca.,,False,Wed Feb 29 21:30:33 +0000 2012,387,174969834243760129
2088,Twitter for iPhone,Gracias por estar.,,False,Tue Sep 09 05:09:14 +0000 2014,1129,509206873900195840
0,Twitter for BlackBerry®,No es lo mismo estar yo sola y grabar a que me grabe alguien  de otra ☹,,False,Thu Nov 25 03:14:14 +0000 2010,0,7633127350472704
609,Twitter for iPhone,Tus manos...,,False,Sun Sep 15 01:41:39 +0000 2013,1077,379057391360167936
3169,Twitter for iPhone,Te amo cada día más.,,False,Tue Jul 22 05:38:39 +0000 2014,2283,491457271793057792
2649,Twitter for iPhone,Simón.,,False,Sun Nov 30 01:28:23 +0000 2014,983,538867100232978432
2078,Twitter for iPhone,Estoy tan confundida.,,False,Thu Aug 28 20:16:01 +0000 2014,1358,505086420826857472
2182,Twitter for iPhone,En verdad necesito un abrazo.,,False,Wed Aug 27 16:11:52 +0000 2014,1649,504662591600218112
119,Twitter Web Client,Nuevo video :D http://t.co/Pi6hDd7s RT RT &lt;3,,False,Sat Jun 16 00:24:39 +0000 2012,687,213789148534931456
3029,Twitter for iPhone,"Ya nos vamos a Guadalajara 💕🙊, con el mejor de los mejores 🙌 ✨ @ulisess_Cast http://t.co/y3QtpzJQGL",,False,Fri Dec 05 21:13:21 +0000 2014,492,540977249072455680
506,Twitter Web Client,¡VIDEO NUEVO NUEVO :D http://t.co/fCmmX3sR RT RT &lt;3!,,False,Sun Jan 20 00:26:21 +0000 2013,1110,292790129691602944
2226,Twitter for iPhone,"El número de secretos que tiene un celular, es directamente proporcional a la velocidad con la que su dueño lo agarra de vuelta.",,False,Tue Mar 05 20:54:15 +0000 2013,6482,309044207073497088
3067,Twitter for iPhone,"Hola hola hola, bonito día 😌.",,False,Sun Oct 26 18:14:58 +0000 2014,819,526436840350703616
128,Twitter for iPhone,"Amor es, aguantar y dormir muy feliz con alguien que ronca mucho.",,False,Mon Feb 06 18:11:21 +0000 2012,470,166584779205132288
1899,Twitter Web Client,Tan deprimente como pelearse por redes sociales.,,False,Thu Dec 26 07:08:03 +0000 2013,2150,416103093852315648
23,Twitter for iPhone,Pues me quede afuera y no tengo llaves pero tengo a mi mejor amigo.,,False,Mon Feb 20 02:54:08 +0000 2012,42,171427387509182465
2313,Twitter Web Client,Tengo ganas de Colombia.,,False,Mon Sep 09 05:03:38 +0000 2013,1631,376933894190157824
6867,Twitter for iPhone,Azul azul. http://t.co/SH93BZwZgw,,False,Wed Jan 21 21:33:48 +0000 2015,1071,558014623325360128
2974,Twitter for iPhone,Esoooosssss ojooos 😍.,,False,Thu Oct 02 17:14:48 +0000 2014,2098,517724389870424064
4105,Twitter for iPhone,No es normal lo friolenta que soy 😭.,,False,Tue Jun 02 16:54:37 +0000 2015,1722,605779563969282048
4,Twitter Web Client,Este es mi facebook :D! http://t.co/ZwrXC5O6,,False,Sat Dec 03 18:31:23 +0000 2011,5,143034612451524608
0,Twitter for BlackBerry®,@Lady_Ostara ayyy :)!,Lady_Ostara,False,Sat Dec 03 07:12:47 +0000 2011,0,142863838281347072
2621,Twitter for iPhone,Poco a poco olvidar.,,False,Thu Aug 07 20:47:05 +0000 2014,1804,497484095564177408
5181,Twitter for iPhone,Nuevo video: https://t.co/EBF17mH5Ut http://t.co/LsxhFbdVkS,,False,Sun Aug 03 15:51:11 +0000 2014,993,495960076138856448
2559,Twitter for iPhone,"¡Hola, bonito bonito día!",,False,Sat Jul 19 14:15:52 +0000 2014,890,490500270254612481
1009,Twitter for iPhone,@samcake22 ¡Wooow me encantan ✌️✨ qué cool Sam!,samcake22,False,Tue Mar 22 05:55:49 +0000 2016,117,712155802438504448
252,Twitter for iPhone,"@modulor Ay, qué gusto :) abrazo súper grande 😊.",modulor,False,Sat Sep 06 00:46:06 +0000 2014,40,508053492343140353
0,Twitter Web Client,@marioenrique @Sirpotasio @massterfx @2nightdf ¡Ajuaaaa! :D.,marioenrique,False,Tue May 01 00:02:08 +0000 2012,1,197113637872218112
1010,Twitter for iPhone,"Por cierto, hacemos buena pareja.",,False,Tue Feb 19 18:03:28 +0000 2013,3933,303927798366629890
0,Twitter Web Client,@paou a donde te vas :) ?,paulinacherri,False,Mon Dec 06 04:23:48 +0000 2010,0,11636903887507456
2440,Twitter for iPhone,Eres tú.,,False,Mon Jul 07 16:34:03 +0000 2014,1482,486186393798840323
2264,Twitter for iPad,Me haces más falta de lo que crees.,,False,Sat Dec 21 00:06:04 +0000 2013,4118,414184961260806145
1,Twitter for BlackBerry®,Hoy grabare un video. Que por cierto no es de maquillaje ☺,,False,Fri Jan 21 17:04:26 +0000 2011,0,28498162813509632
0,Twitter Web Client,@StefiRosado @MarlenTamayo :),estefirosadoa,False,Tue May 24 02:42:50 +0000 2011,2,72855044256575488
49,Twitter Web Client,Mil disculpas.. https://t.co/JatrPEEY,,False,Sat Aug 04 01:19:29 +0000 2012,56,231559952592945152
0,Twitter for BlackBerry®,Pinche taxi cobron se quiso agarrar su aguinaldo. Aaagrr.   Con toodo respeto,,False,Sun Nov 14 06:30:15 +0000 2010,0,3696190612836352
2063,Twitter for iPhone,Amo a todos los bebés del mundo.,,False,Sun Apr 27 02:37:32 +0000 2014,1301,460246339004035072
16,Twitter for iPhone,"Noyita sin ti, no es noyita.",,False,Sun May 13 14:40:24 +0000 2012,43,201683316485795841
1,Twitter for BlackBerry®,"@Danytaaa_ tu eres la bonita que siempre me escribe cositas lindas, gracias :)",DanielaglzI,False,Sun Oct 16 04:58:29 +0000 2011,1,125435421881671681
339,Twitter for iPhone,Eres mi cara feliz.,,False,Thu Aug 02 13:50:51 +0000 2012,1370,231024265372258304
0,Twitter for BlackBerry®,@cessleon jajaja aww bonitooo :),cessleon,False,Wed Mar 23 20:00:25 +0000 2011,0,50648110040481792
279,Twitter for iPhone,No todo lo fácil me gusta.,,False,Wed Jul 25 23:17:53 +0000 2012,1193,228267859128762368
5110,Twitter for iPhone,¡Ji ji ji ji! http://t.co/SAiyh9fA1x,,False,Tue Jul 01 03:23:18 +0000 2014,2908,483813064844668928
2887,Twitter for iPhone,Estas muy besable.,,False,Fri Jun 27 02:40:54 +0000 2014,2986,482352845765632000
2,Twitter for BlackBerry®,@maribelcda solo me  compra café descafeinado por que dice que si no me pongo loca D:(,,False,Tue Sep 13 00:14:35 +0000 2011,1,113405174864822272
8345,Twitter for iPhone,¡Mamá en España salí en las noticias haciendo un picnic 💃!,,False,Sun Aug 23 15:02:15 +0000 2015,1343,635467092683190272
5,Twitter for BlackBerry®,Y yo los quiero mucho :)!,,False,Sun Sep 11 02:30:45 +0000 2011,6,112714665527750656
824,Twitter for iPhone,Mira como hacer repisas flotantes chulas chulas: http://t.co/cs11xyhluP    ¡NUEVO VIDEO :)!,,False,Sun Mar 09 03:32:43 +0000 2014,331,442503218816249856
467,Twitter Web Client,(............)   http://t.co/EGdMlv5uuw,,False,Tue Sep 17 06:27:24 +0000 2013,536,379854079389753344
0,Twitter for BlackBerry®,Y que esto no se basa en palabras...,,False,Mon Mar 21 08:38:03 +0000 2011,0,49751611655983105
0,Twitter for BlackBerry®,@iammFer queeeee!!! :o como sucedio eso :( ?,iammfer,False,Wed Mar 02 07:07:20 +0000 2011,0,42843414617792512
10,Twitter Web Client,Mira que casual!,,False,Mon Jan 23 07:53:05 +0000 2012,11,161355760880730112
43,Twitter for iPhone,“@Eri_Lpz: @yuyacst ¿Cuando subiras un video nuevo?♥”// Hoy mas tarde :).,,False,Fri Jul 27 22:26:43 +0000 2012,40,228979757402947584
143,Twitter for iPhone,No te olvido.,,False,Mon Jun 11 06:55:00 +0000 2012,702,212075443501805569
4839,Twitter for iPhone,Gracias por mandarme sus #MePeinoDeChorizos  😛 son lo más cool de la vida ✌️✨. http://t.co/GBa0SqLX4I,,False,Fri Jun 05 01:38:03 +0000 2015,1084,606636067018522626
684,Twitter for iPhone,@LuisEnriqueUc_ Gracias por el regalo cumpleañero 😙🙌.,LuisEnriqueUc_,False,Wed Mar 18 06:22:52 +0000 2015,99,578079101912686592
5162,Twitter for iPhone,Fracasándole chido 👌 👎 http://t.co/WL1ZvgZCbt,,False,Wed Apr 22 03:17:31 +0000 2015,783,590716031854870529
0,Twitter for BlackBerry®,pasamos a un oxxo a que el nefasto de mi hermano comprara un rastrillo y se quitara los 4 pelos que tiene en el pecho!,,False,Sat Apr 02 18:41:43 +0000 2011,1,54252186099650560
455,Twitter for iPhone,¿Por qué tan solita mi Yuya?,,False,Sun Sep 01 07:50:16 +0000 2013,297,374076728093573120
28,Twitter Web Client,No regreso para atras.,,False,Tue Feb 14 06:18:09 +0000 2012,91,169304401662574592
0,Twitter for BlackBerry®,Ahora ya no 222 ahora a parque delta,,False,Tue Apr 26 21:27:28 +0000 2011,0,62991204681396224
2756,Twitter Web Client,Los videos de bebés siempre me ponen feliz.,,False,Fri Feb 13 07:18:14 +0000 2015,671,566134234583027712
1623,Twitter for iPhone,💪💦 #BambiPeroFuerte http://t.co/81I6kzuRBk,,False,Fri Apr 04 14:07:45 +0000 2014,262,452085114999033856
7802,Twitter for iPhone,Bello por fuera y delicioso por dentro 💖🦄😊 descubre mi receta facilita para bebida de unicornio 😱… https://t.co/PGKkIMP3x8,,False,Fri Apr 21 21:56:57 +0000 2017,776,855540887480172544
4789,Twitter for iPhone,Quiero torta de tamal y quiero tener cuadritos en el abdomen. 😕 Todo mal.,,False,Wed Dec 17 03:22:39 +0000 2014,2191,545056452390690816
1,Twitter Web Client,"Todo muy bien gracias, que van a hacer hoy ?!",,False,Mon Apr 25 18:32:04 +0000 2011,0,62584676044382208
1325,Twitter for iPhone,Todo me recuerda a ti.,,False,Mon Jul 29 16:56:31 +0000 2013,3393,361893008477650945
0,Twitter for BlackBerry®,Yaaaaa por fin voy para mi casita,,False,Wed Nov 10 20:06:25 +0000 2010,0,2452036985556993
819,Twitter for iPhone,Tanto te quiero.,,False,Tue Jul 09 00:12:50 +0000 2013,2199,354392667590901761
64,Twitter Web Client,Te la pongo pero no cantes.,,False,Tue May 01 02:36:10 +0000 2012,267,197152403752091649
