favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
881,Twitter for iPhone,"""Me dejaste sin mi otra mitad "".",,False,Wed Sep 04 00:22:24 +0000 2013,1749,375051183649349632
0,Twitter for BlackBerry®,@iBloggsVhh si gracias :),ThatNoisyGuy_,False,Fri Jun 10 13:40:43 +0000 2011,0,79181196445224961
512,Twitter for iPhone,@werevertumorro Te extraño.,werevertumorro,False,Sun Oct 13 03:31:41 +0000 2013,255,389231943675424768
9021,Twitter Web Client,Nadie como tú.,,False,Tue Nov 15 03:07:50 +0000 2016,4412,798361839931297792
323,Twitter Web Client,''No olviden darle me gusta a mi Facebook'' :)   ¡Todos los días hay cosas nuevas y tips buenazos!  https://t.co/FytAVC6qBH,,False,Mon Nov 18 23:37:38 +0000 2013,115,402581394120900608
7,Twitter Web Client,Recuerdo cuando pensaba que eras diferente.. jajajajaja.,,False,Fri Aug 26 06:31:37 +0000 2011,27,106977078909480960
1434,Twitter for iPhone,"Ay, 24 horas no son suficientes.",,False,Fri Jun 06 10:07:03 +0000 2014,1048,474854977664737280
0,Twitter for iPhone,@ricardopolanco_ Lo sospechaba por tus dientitos.,ricardopolanco_,False,Sat Apr 28 01:58:38 +0000 2012,1,196055792305180673
37,Twitter Web Client,"Amé tu pasado, pero tú cambiaste tu presente y ya no creo encontrarme en tu futuro..",,False,Sun Aug 21 00:40:07 +0000 2011,129,105076678593740801
253,Twitter for iPhone,@werevertumorro :( :(.,werevertumorro,False,Tue Oct 22 04:14:54 +0000 2013,85,392504311566983169
7197,Twitter for iPhone,Me encantas desde el primer día.,,False,Fri Oct 23 04:01:44 +0000 2015,5312,657406525686677504
5267,Twitter Web Client,"¡Guapuras bonitas muy pronto nos vemos, ESTOY FELIZ! #True #YuyaTrue
--&gt; http://t.co/UBhsnsswET http://t.co/VBwoGbmDAC",,False,Fri Jul 10 18:02:20 +0000 2015,1615,619567342532440064
0,Twitter for BlackBerry®,@BettoVeera jajajajajajaja aww :),BetoVeera,False,Fri Sep 23 20:36:06 +0000 2011,0,117336459341594625
2154,Vine - Make a Scene,"Nos vemos el jueves 17 de julio en ""LA FERIA DE CHAPULTEPEC""   Voy a estar de 11:30 am a 6:00 pm 💕👯 (La ent... https://t.co/V91EiXaJAS",,False,Wed Jul 16 18:14:33 +0000 2014,572,489473175810760704
0,Twitter for BlackBerry®,Me voy al centro :) creo,,False,Sat Mar 26 18:10:42 +0000 2011,0,51707666225045504
3163,Twitter for iPhone,Ashhhhhhh espacial también jajaja.,,False,Fri Sep 25 13:20:17 +0000 2015,522,647400228912541696
0,Twitter for BlackBerry®,Me encanta este clima :),,False,Tue Jun 21 16:13:27 +0000 2011,11,83205903461007360
7039,Twitter Web Client,"Guapuras, los llevo conmigo a todos lados, aquí el primer video del #TrueTour  CHILE --&gt; https://t.co/Mf7hMoOA1u http://t.co/zA1gTQ9ZPR",,False,Sat Jul 18 15:25:50 +0000 2015,1514,622427064340230144
1512,Vine - Make a Scene,Fichis y la mamá siendo dramáticos por que encontraron una araña. (Muerta) https://t.co/7LW5RXNKGP,,False,Wed Jul 09 22:42:59 +0000 2014,297,487004013146411008
721,Twitter for iPhone,@yuyacstperu jajajjajajajajajajja 😂,yuyacstperu,False,Fri Apr 10 22:21:10 +0000 2015,120,586655184534671363
0,Twitter for iPhone,@FernnPolo aww que bonita eres :) saludos!,Moquitosmr,False,Wed Nov 23 00:10:38 +0000 2011,0,139133721440821248
475,Vine - Make a Scene,Y te mato. https://t.co/qzQiUS9Ohf,,False,Fri Jul 12 00:23:19 +0000 2013,271,355482468746395649
3452,Twitter for iPhone,EzZthoy pENzandOo eEn tHi.,,False,Mon Oct 06 02:43:47 +0000 2014,1915,518954743192768512
0,Twitter Web Client,@Lummyta @QueDiceJavi .. aww no muerdo :)!,ClauQuiva,False,Thu Nov 18 13:09:31 +0000 2010,0,5246223401357312
1,Twitter Web Client,Buenas noches,,False,Mon Apr 18 06:30:24 +0000 2011,2,59866348465041408
245,Twitter Web Client,"OYE OYE, video nuevo :)  http://t.co/zZYNtxOh ¡RTRT!",,False,Sun Sep 16 16:57:32 +0000 2012,693,247378698003697665
1,Twitter Web Client,@IsraaTorres con quien te juntas Isra :) jaja,IsraaTorres,False,Sat Sep 24 07:09:12 +0000 2011,1,117495785188368384
6011,Twitter Web Client,Mañana #AQUINOMEMAQUILLO (: http://t.co/Rrzd6rM1AC,,False,Thu May 22 00:25:50 +0000 2014,1174,469272890563518464
1051,Twitter for iPhone,Me estoy derritiendo.,,False,Mon Mar 24 23:50:56 +0000 2014,911,448245612199161856
4677,Twitter for iPhone,"Fichis muy serio me dice ""Soy como esas señoras de la antigüedad que les cerraban el corset a sus hijas"". ( 😸 ) http://t.co/3tPjyNNw5y",,False,Tue Sep 23 18:52:05 +0000 2014,950,514487382679502848
1980,Instagram,🐙 http://t.co/SEyt3ZlTSB,,False,Mon Feb 09 14:54:03 +0000 2015,388,564799393560535040
696,Twitter for iPhone,"@GuapurasMty ¡Jajajajajajajaja la risototota, amooo! 😂",GuapurasMty,False,Fri Jan 06 02:52:28 +0000 2017,76,817202145065725952
1,Twitter for BlackBerry®,"""@soydieguin: @yuyacst hola Yuya saliste bien en las fotos si quieres luego te las paso o mando :)""wuhu si que si, acepto :) :)!",,False,Fri May 27 13:56:09 +0000 2011,0,74111652622114816
0,Twitter Web Client,"Acabo de llegar de teatro, ahora termino mi curriculum y edito el video..",,False,Thu Apr 14 02:32:11 +0000 2011,1,58356847157055489
0,Twitter Web Client,"@AdilsonSanchez3 vete a bañar tu, deja de andar en twitter :)",_AdilNext,False,Mon Aug 15 20:21:12 +0000 2011,0,103199581256421377
1,Twitter for BlackBerry®,@drummeredd jajajajajajajajajaajaja no hagas eso :)!!,Pincheddy,False,Mon Oct 03 21:34:00 +0000 2011,1,120974909324271616
300,Twitter for iPhone,"@Daniel_Jaguaru Jajajajajajajajajaja ush, andas insoportable.  😁",Daniel_Jaguaru,False,Sun Jun 15 02:26:42 +0000 2014,45,478000618083475457
5257,Twitter for iPhone,Espero que todo bien :).,,False,Fri Dec 30 07:39:13 +0000 2016,670,814737589911560192
1,Twitter Web Client,@JorgeAlejaandro :).,JorgeAlejaandro,False,Fri May 04 02:26:23 +0000 2012,1,198237103191109632
390,Twitter Web Client,VIDEO NUEVO NUEVO :D http://t.co/aVBQXTtU  RTRT&lt;3,,False,Sat Dec 01 06:55:36 +0000 2012,831,274768694813552640
8328,Twitter for iPhone,"RT RT ¡Listo amigos, les dejo toda la info del lugar en donde estaremos recibiendo donaciones! 🙏… https://t.co/LBjUelh0Xh",,False,Wed Sep 20 19:37:12 +0000 2017,5076,910588672973561856
9,Twitter for iPhone,@dianifer55 Abrazo enorme :).,dianifer55,False,Mon Apr 22 02:06:10 +0000 2013,7,326154934871523330
27,Twitter for BlackBerry®,Hace mucho no sentía la necesidad de ver a alguien.,,False,Tue Nov 29 06:27:49 +0000 2011,97,141402966748958720
9922,Twitter for iPhone,🌚 https://t.co/X70kzVBmsI,,False,Mon Nov 23 05:46:08 +0000 2015,1058,668666821801738240
2531,Twitter for iPhone,Tú y nadie más.,,False,Fri Aug 29 23:20:52 +0000 2014,2245,505495325961105408
482,Twitter for iPhone,"Dormir en paz, sin ruido en la cabeza.",,False,Wed Jul 03 09:55:48 +0000 2013,994,352365048779378689
3448,Twitter for iPhone,😠 http://t.co/f4ScEHHOFN,,False,Tue Sep 23 04:26:33 +0000 2014,591,514269565686411265
6363,Twitter for iPhone,❤️ http://t.co/mMUUCoEOkY,,False,Mon Sep 15 02:54:08 +0000 2014,982,511347203483643904
0,Twitter for iPhone,#FF a @vivaaerobus por que si :),,False,Sat Feb 18 00:19:39 +0000 2012,4,170663734803578882
49,Twitter for iPhone,"Ver ""Princesitas"" me da tristeza ajena o alguito de eso.",,False,Tue Apr 24 06:57:27 +0000 2012,189,194681442213703680
2962,Twitter for iPhone,¡Sorprende a tu mamá! 🌸👯  (Una idea súper bonita y fácil de hacer) &gt;&gt; http://t.co/cadYz4fRvk,,False,Sat May 09 20:00:56 +0000 2015,584,597129144116256768
3,Twitter for BlackBerry®,Rwwaaaaarrrrrg!!!,,False,Sun Sep 18 06:27:30 +0000 2011,16,115310961254088705
8008,Twitter for iPhone,Quiero dormir un poquito.,,False,Thu Sep 01 00:46:37 +0000 2016,2589,771147215049859072
2360,Twitter for iPhone,Lo que sucede es que eres lo más guapo del mundo.,,False,Mon Apr 14 17:54:23 +0000 2014,2514,455766029885403136
2,Twitter Web Client,Personas bonitas que no pueden dormir... ¿Quieren ver mi micro cacho de dientito roto D:?,,False,Fri Aug 19 07:33:12 +0000 2011,4,104455861329592320
4190,Twitter for iPhone,Yo también quería una foto. Pero pues... gnomo.  😒 http://t.co/JKFzh0W4cB,,False,Sun Sep 28 21:23:47 +0000 2014,812,516337497090293760
6183,Twitter Lite,No nací para convivir con gente chismosilla.,,False,Fri Jan 09 22:57:10 +0000 2015,2672,553686947789815808
2,Twitter for BlackBerry®,Me voy por un cafe ♥,,False,Sun Jun 12 02:09:38 +0000 2011,0,79732058729103360
6116,Twitter for iPhone,"Me mata de emocion.  🙂 Pero emoción de la loca, cuando una amiga está saliendo con un buen prospecto.",,False,Wed Feb 22 03:22:54 +0000 2017,1033,834242031522291714
0,Twitter Web Client,que mal me siento :(,,False,Mon Jan 10 14:47:58 +0000 2011,0,24477553980866560
3886,Twitter for iPhone,Me sucede que no puedo parar de decir cosas lindas de ti.,,False,Fri Aug 08 03:23:26 +0000 2014,2878,497583838504042497
10926,Twitter for iPhone,"Son personas importantes en mi vida chiquitos, se los juro, gracias a los que están conmigo en toditas.",,False,Thu Apr 07 00:50:26 +0000 2016,1415,717877157972697088
2,Twitter for BlackBerry®,@craiiOn yo te mando un abrazotottotote :)!,keysobb,False,Sun Dec 18 20:05:09 +0000 2011,2,148494026109235201
436,Twitter Web Client,":D ¡EL REGALO PERFECTO PARA NAVIDAD, VIDEO NUEVO! http://t.co/pz8AZt2D  RT RT &lt;3",,False,Sat Dec 15 04:09:47 +0000 2012,784,279800395855962114
7837,Twitter for iPhone,🌜🌛. http://t.co/R4VL2rPWyv,,False,Sat Aug 29 05:57:12 +0000 2015,995,637504252894580738
7,Twitter for iPad,@yuyacst te amo! pero te la jalaste con lo ke pusiste en el mio jajaja,yuyacst,False,Tue Aug 23 02:18:46 +0000 2011,3,105826283967098880
3,Twitter Web Client,"@AlexXxStrecci Sale agua con sal de mis ojos por no saber de ti, fin.",AlexXxStrecci,False,Mon Jan 23 08:30:14 +0000 2012,3,161365108117880832
5387,Twitter for iPhone,"#9MillonesDeGuapuras 💕🙊 Me siento feliz, afortunada y agradecida.",,False,Sun Feb 01 22:11:29 +0000 2015,1300,562010372400775168
17,Instagram,La directora nos alimenta :).  http://t.co/GnOHsca6,,False,Thu Jan 05 01:31:14 +0000 2012,18,154736680765628417
16,Twitter for iPhone,11:11,,False,Sun Feb 05 17:11:13 +0000 2012,93,166207261709058048
8324,Twitter for iPhone,Gracias por cuidarme mucho.,,False,Wed Jul 20 23:41:54 +0000 2016,1665,755910635557232642
7,Twitter for iPhone,Y si me voy de Cuerna?..,,False,Tue Feb 14 01:07:02 +0000 2012,14,169226104899518464
1,Twitter Web Client,@MelisaAlvz hola mi amor bebe nena!,MelisaAlvz,False,Thu Jun 23 16:43:33 +0000 2011,0,83938250280017920
5,Twitter Web Client,Tienes complejo de Don Juan.,,False,Fri Jul 01 04:53:52 +0000 2011,36,86658755692986369
15,Twitter Web Client,@van_35174 (: Te mando un abrazo.,van_35174,False,Thu Feb 28 00:44:42 +0000 2013,8,306927873212706816
6754,Twitter for iPhone,Pd: Les voy a llevar plantitas de amor 🌵✨💕🙈.,,False,Fri Apr 29 23:38:47 +0000 2016,831,726194046595522561
692,Twitter for iPhone,Te estoy queriendo mas de lo que planeaba.,,False,Sat Jun 23 18:38:15 +0000 2012,3415,216601076034572288
1033,Twitter for iPhone,[ :) ],,False,Mon Aug 18 18:06:13 +0000 2014,309,501429878546124800
4664,Twitter Web Client,Así me visto siempre 🌵🌻 Mira mira --&gt; https://t.co/g5lCPcZQq4  ¿Me ayudas con un RTcito 🐒?,,False,Fri Nov 20 02:08:47 +0000 2015,1291,667524962056441856
0,Twitter for BlackBerry®,No pensé que me tardaría tanto en grabar un vídeo de preguntas y respuestas!!! Agrrr aun no termino!,,False,Tue Jun 28 21:50:28 +0000 2011,2,85827427632283648
7,Twitter Web Client,"La inspiración llega sin avisar, necesito una cámara ya!",,False,Thu Jul 07 00:49:06 +0000 2011,10,88771487720423424
95,Twitter Web Client,"Te encanta prometer, y a mi hacer como que te creo.",,False,Fri Jan 27 10:33:55 +0000 2012,346,162845784587505665
438,Twitter for iPhone,¡Subiendo video!,,False,Thu Jun 13 00:48:57 +0000 2013,317,344979669562560513
4712,Twitter for iPhone,"Jajajajaja que osiponchi, pero siempre me da mucho sentimiento conocerlos o pensar en todo lo que hacen por mi 😌. http://t.co/LdSNWeV2MM",,False,Fri Dec 12 18:21:20 +0000 2014,887,543470673067528192
6,Twitter Web Client,"Ahora no voy, por que desde hace un tiempo ya no estas.",,False,Wed Oct 05 05:56:02 +0000 2011,22,121463636949598208
9184,Twitter for iPhone,El amor se demuestra.,,False,Tue Dec 08 02:38:37 +0000 2015,5584,674055449495252992
1748,Twitter for iPhone,"Nota mental: ""Solo somos amigos"".",,False,Sat Sep 15 19:02:26 +0000 2012,5871,247047741883154432
4,Twitter for iPhone,@AlexXxStrecci fuchisssss.,AlexXxStrecci,False,Tue May 29 22:00:28 +0000 2012,3,207592270281719808
298,Twitter Web Client,Yo tan soltera y tu tan sin compromiso.,,False,Tue Mar 27 15:10:06 +0000 2012,1210,184658563086553088
15915,Twitter for iPhone,Ven y cuídame.,,False,Thu Jul 27 04:13:21 +0000 2017,6443,890424847360196608
0,Twitter for BlackBerry®,Comiendo deayunando,,False,Fri Dec 03 20:22:24 +0000 2010,0,10790978034077696
0,Twitter Web Client,@joaco_corleone te amo mucho :),joaco_corleone,False,Wed Jun 15 05:39:31 +0000 2011,0,80872040265027585
0,Twitter Web Client,@Javier88  es que no estoy en mi compu y esta no tiene el programita.. pero cuando regrese si si si .. aceptas?,Javier88,False,Wed Dec 29 08:02:08 +0000 2010,0,20026769323069440
7081,Twitter for iPhone,"Subí nuevo video bien bonito, me pasan el link ✨🙏💕 ¿Si si si?",,False,Thu Feb 04 02:59:00 +0000 2016,898,695079076873154560
0,Twitter for BlackBerry®,"Ya voy en camino :) esta lloviendo , huele a tierrita mojada, y el clima es bonito..",,False,Fri Apr 15 20:14:00 +0000 2011,0,58986452624744448
0,Twitter Web Client,@BellezaenNY jajajajajjajajaj te amo,,False,Wed Mar 09 06:10:10 +0000 2011,0,45365744405446656
7112,Twitter for iPhone,¡Chiquis me voy a poner por primera vez lentes de contacto 😑 tengo nerviaaaaa 😭 ayuda! ❤️ Voy a hacer un EN VIVO por Instagram 🙏YUYACST,,False,Fri Aug 11 00:06:50 +0000 2017,383,895798628584833024
1850,Twitter for iPhone,"A veces, cuando esperas,  pierdes.",,False,Mon Aug 05 00:26:10 +0000 2013,5032,364180493182304256
4383,Twitter for iPhone,Eres encantador 😍.,,False,Fri Jan 23 19:42:31 +0000 2015,1870,558711394783494144
4809,Twitter for iPhone,Me incomoda poquito el corazón.,,False,Sat Nov 07 08:46:12 +0000 2015,1465,662913930696589312
195,Twitter for iPhone,"@_pakalita_ ¡Feliz cumpleaños, eres una chula!  ¡Disfruta el día muchísimo y come cosas muy ricas🎈🎉!",LuzMunguia_,False,Fri May 23 19:43:36 +0000 2014,46,469926638374121473
8030,Twitter for iPhone,No quiero extrañarte.,,False,Fri Aug 21 00:48:44 +0000 2015,4814,634527522261200897
2447,Twitter for iPhone,Me tienes encantada.,,False,Sat Jul 12 22:37:52 +0000 2014,1981,488089887636078592
0,Twitter Web Client,"@QuefishTV ush loss odiooo pasenla padrisimo, ustedes me hacen falta a mi!!!!! no los odio :( los quiero mucho!",QuefishTV,False,Sat Jan 14 05:38:09 +0000 2012,2,158060311054790656
522,Twitter for iPhone,😔,,False,Tue Feb 11 06:28:20 +0000 2014,318,433125330111299584
2527,Twitter for iPhone,"Ay, los quiero tanto, tanto, tanto, tanto, tanto.",,False,Fri Oct 03 23:10:45 +0000 2014,670,518176355796520960
4,Twitter for BlackBerry®,Con cuidadito .. si se  emocionan tomando no manejen!!!!,,False,Fri Sep 16 03:24:42 +0000 2011,25,114540185282293760
40,Twitter for iPhone,"Vean ""Cositas de Niñas"" es lo mejor que me ha paso en LA VIDA. www.cositasdeninas.com",,False,Fri Jan 13 21:55:11 +0000 2012,61,157943800814243840
0,Twitter for BlackBerry®,@SandyCoben wwwwwuuuuuhuuuuu :)!!!,SandyCoben,False,Mon Feb 21 00:28:42 +0000 2011,0,39481602572554240
7312,Twitter for iPhone,🎉🎈 Meta súper cumplida 💪✨💝,,False,Fri Jan 08 18:39:55 +0000 2016,1067,685531392181059584
2,Twitter Web Client,Mañana le voy a hacer una limpia a mi compu :),,False,Fri Jul 22 02:35:11 +0000 2011,0,94234000427712512
912,Twitter for iPad,México chiquito lindo.,,False,Mon Dec 02 05:08:41 +0000 2013,454,407375746210869249
1,Twitter Web Client,@sunniiz :( awwwwww!,sunniiz,False,Sat Jul 02 09:00:11 +0000 2011,0,87083134432182272
0,Twitter for BlackBerry®,Jajaja tienes tus manos muy frias aww jajaja que bello,,False,Wed Jan 12 22:33:11 +0000 2011,0,25319405348978688
1482,Twitter for iPhone,@CarlaMorrisonmx ✨ te mando muchos abrazos mi hermosa.,CarlaMorrisonmx,False,Thu Oct 27 22:58:41 +0000 2016,156,791776160694743040
6,Twitter Web Client,La paz comienza con una sonrisa..,,False,Sun May 01 20:01:25 +0000 2011,15,64781491820957699
1,Twitter Web Client,@Martin17261480 jajajajajajjajajajjajajaja tu me mantienes? :) jajajaja aw!,,False,Mon Aug 15 04:00:39 +0000 2011,0,102952818004066304
3,Twitter Web Client,Guardando todo mi cuarto en cajas de cartón y bolsas.,,False,Tue Dec 13 06:05:04 +0000 2011,8,146470674054135808
215,Twitter Web Client,Una disculpa enorme... http://t.co/UxUcfT38,,False,Sat Jan 26 22:46:33 +0000 2013,205,295301728407003136
2323,Twitter for iPhone,¿Qué tal si me besas?,,False,Sun Aug 24 16:25:08 +0000 2014,1557,503578766850154497
1,Twitter Web Client,"Voy a dejar mis uñas un poco largas, haber si puedo :) #esquelastengocomohombre",,False,Wed Jun 15 19:31:08 +0000 2011,2,81081324244434944
464,Twitter Web Client,MIRA EL NUEVO VIDEO Y HAZ ACCESORIOS PARA EL CABELLO http://t.co/SftBCQkuxS RT RT,,False,Thu Sep 05 02:50:28 +0000 2013,660,375450830381404160
1292,Twitter Web Client,No hay nadie que me descongele la nariz con besos.,,False,Tue Nov 19 18:58:25 +0000 2013,1467,402873513712697344
0,Twitter Web Client,Mi mejor amiga diciendome que ''mejor'' me case con JAVIER HERNANDEZ ! jajajaja la amo (:,,False,Sun Jun 26 03:13:48 +0000 2011,4,84821635319873537
2,Twitter Web Client,@Tlahuetequi feliz feliz cumpleaños :D!,Rodrigo_Raygoza,False,Fri Jul 22 07:13:30 +0000 2011,0,94304043882655744
0,Twitter Web Client,@sunniiz  te vamos a extrañar mucho!,sunniiz,False,Mon Jul 11 04:49:44 +0000 2011,0,90281597978423296
1353,Twitter for iPhone,"Oye, no te duermas...",,False,Wed Apr 30 06:43:57 +0000 2014,990,461395512696918016
5406,Twitter for iPhone,"Hola, hoy échenle más ganas a todo. http://t.co/hceHxz5xg3",,False,Thu Jul 03 10:23:59 +0000 2014,940,484643708822769664
4380,Twitter for iPhone,"Estar sola no es malo, lo malo es estar con alguien y sentirte sola.",,False,Wed Sep 10 16:31:48 +0000 2014,3247,509741036030414848
1204,Twitter Web Client,Ver gente que quiero siendo muy feliz hace que me sienta completa.,,False,Mon Dec 09 07:15:40 +0000 2013,1647,409944419186401280
4,Twitter Web Client,Pronto voy a tener una luna de miel (ji ji).,,False,Thu Oct 13 06:31:28 +0000 2011,2,124371657832931328
0,Twitter Web Client,"bien, hoy fue un largo dia :)",,False,Tue Jan 11 03:38:36 +0000 2011,0,24671493006823425
263,Twitter Web Client,¿YA VIERON EL VIDEO NUEVO? :) http://t.co/oC08hWqQ,,False,Sun Dec 09 17:22:43 +0000 2012,335,277825616651358209
4579,Twitter for iPhone,😛😛 http://t.co/J2jk1Kl7eg,,False,Thu Sep 25 23:36:46 +0000 2014,697,515283803414495232
2291,Twitter for iPhone,Todo para bien.,,False,Fri Oct 31 23:25:06 +0000 2014,1312,528326827849560064
0,Twitter for BlackBerry®,Estamos es combate y soy malisima para eso de los golpes,,False,Wed Jan 26 01:44:21 +0000 2011,0,30078557669556226
0,Twitter Web Client,En unos minutos termino de editar el video de hoy :)!,,False,Fri Nov 11 10:17:23 +0000 2011,3,134937758916550656
157,Twitter for iPhone,An a juana sopers ley.,,False,Wed Oct 23 18:19:40 +0000 2013,83,393079290410979328
7380,Twitter for iPhone,Te voy a despertar :).,,False,Tue Apr 19 07:20:10 +0000 2016,1048,722323891561992192
6,Twitter for BlackBerry®,Mi estómago esta llorando por que tiene hambre loca!,,False,Wed Sep 21 20:51:50 +0000 2011,11,116615640994955264
1091,Twitter for iPhone,@MirosDice confía en mi 🙈💕.,mhyukbb,False,Tue Jan 12 01:44:15 +0000 2016,134,686725344762576899
2260,Twitter for iPhone,Quiero mandarinas 😔.,,False,Sat Nov 08 19:22:33 +0000 2014,789,531164892494303233
2631,Twitter for iPhone,No te imaginas todo lo que siento cuando estamos juntos...,,False,Sat Dec 28 07:33:02 +0000 2013,3830,416834156731977728
0,Twitter for BlackBerry®,@SoyTato ohhhhw al contratrio gracias a ustedes. (: espero verlos muy pronto.,SoyTato,False,Sat Jan 15 02:31:19 +0000 2011,0,26104110642110465
0,Twitter Web Client,"Cualquier ser humano es capaz de amar
¿Como aprendiste?
No aprendi.. crees crees y por lo tanto amas",,False,Mon Nov 22 01:55:47 +0000 2010,0,6526222272045056
13332,Twitter for iPhone,Me cacharon tomándome una foto y me dio pena 😰😁.,,False,Tue Jul 19 16:31:30 +0000 2016,1552,755439933335015424
5455,Twitter for iPhone,"¡En SNAPCHAT soy ""Layuyacst"" 🌺✨⭐️👁!",,False,Mon Aug 22 05:29:15 +0000 2016,591,767594462641922048
389,Twitter for iPhone,Chulo día.,,False,Wed Jun 12 14:05:54 +0000 2013,987,344817842547486722
353,Twitter for iPhone,@werevertumorro Yo másmásmásmuchomás.,werevertumorro,False,Mon May 27 16:27:49 +0000 2013,238,339055350063968256
0,Twitter Web Client,@DiegoRC_  :) aww !!,DiegoRC_,False,Mon Jul 25 14:57:49 +0000 2011,0,95508053323038720
2,Twitter Web Client,Pretendo vivir siempre...hasta ahora voy bien.,,False,Thu Sep 01 09:06:51 +0000 2011,7,109190471313657856
2,Twitter for BlackBerry®,@Alam_Reyes que funda quieres. Una con mi cara ? Oo que?  ;),Alam_Reyes,False,Wed Dec 29 00:27:47 +0000 2010,2,19912428959567872
454,Twitter Web Client,POR FIN SE SUBIO :D ¡NUEVO VIDEO!  http://t.co/Wu2nI5ZCup -ME AYUDAN MUCHO MUCHO CON UN RT :) &lt;3,,False,Sat Mar 02 05:53:20 +0000 2013,1361,307730319610621952
3,Twitter for BlackBerry®,Mi amigo @Alam_Reyes me regalo un dulcesito :) y salio de su corazon por que yo no se lo pedi (: !,,False,Tue Mar 01 16:12:12 +0000 2011,1,42618146510741504
633,Twitter for iPhone,"@GuapurasMty Los amo, los amo, los amo, los amo, los amo 💕💕.",GuapurasMty,False,Sun Oct 12 15:37:19 +0000 2014,137,521323736902139904
0,Twitter for BlackBerry®,Susshhii☺ http://yfrog.com/0d8wl0j,,False,Mon Dec 06 00:19:40 +0000 2010,0,11575463143014401
854,Twitter for iPhone,"No, no, no, no.   ""No tengo ASK""",,False,Fri Jan 17 21:25:29 +0000 2014,364,424291409651200000
2095,Twitter Web Client,Me encantas.,,False,Sat Apr 05 03:09:59 +0000 2014,2901,452281972191031296
4721,Twitter for iPhone,¡Qué ganas de viajar muchísimo!,,False,Wed Sep 23 22:12:36 +0000 2015,4015,646809417439178752
0,Twitter Web Client,@Alam_Reyes exponer con el profe Narvaes,Alam_Reyes,False,Wed May 18 04:35:56 +0000 2011,0,70709178032857088
0,Twitter for BlackBerry®,Me estoy durmiendo :/ eso por no dormir temprano!!,,False,Fri Mar 25 15:36:34 +0000 2011,1,51306486877536256
0,Twitter for BlackBerry®,Mi mama no me deja llevarme un perrito que me encontre ☹ eso no es lindo,,False,Fri Dec 17 22:12:24 +0000 2010,0,15892091397738497
0,Twitter for BlackBerry®,:),,False,Sat Jun 11 17:21:32 +0000 2011,0,79599157068828673
0,Twitter Web Client,Seria buena idea intentar dormir.,,False,Wed Jul 27 10:34:14 +0000 2011,4,96166498560774144
2558,Twitter for iPhone,De pronto te das cuenta que quieres a su familia como si fuera tuya...,,False,Fri Mar 14 17:09:42 +0000 2014,2112,444520760686571521
9304,Twitter for iPhone,"Me urge tener un bebé en la familia (no mío) me urge, me urge, me urge, me urge, me urge, me urge.",,False,Tue Feb 07 06:53:54 +0000 2017,1397,828859311619072001
4514,Twitter Web Client,En unas semanas me voy a Colombia y no puedo con tanta emoción.,,False,Tue Aug 26 02:47:49 +0000 2014,1274,504097858623385600
0,Twitter for BlackBerry®,@Abielhl ok el miercoles :),Abielhaz,False,Sun Aug 14 18:04:45 +0000 2011,0,102802856821784577
0,Twitter for BlackBerry®,Creo que @marcelaamq es hermosa,,False,Wed May 25 18:15:18 +0000 2011,1,73452093243015168
1,Twitter Web Client,@_o_l_i_ me encanta :),oligarwil,False,Tue Sep 13 02:49:08 +0000 2011,0,113444067769196545
631,Twitter for iPhone,Quiero masaje.,,False,Tue Dec 10 04:46:10 +0000 2013,1417,410269183583084544
5444,Twitter for iPhone,¡Mándenle amor a @pixcamx por haberme ayudado a organizar un día feliz 🙈✨💕🎉!,,False,Fri Apr 08 01:35:20 +0000 2016,532,718250844165173252
4200,Twitter for iPhone,"Un nuevo video feliz junto a mi hermano favorito 👌✌️👯  &gt;&gt;  http://t.co/7PwAuJ9nG5  RT, RT 🙏 #AQUINOMEMAQUILLO http://t.co/b5ASPai2UC",,False,Fri May 22 17:34:13 +0000 2015,826,601803262493229056
0,Twitter Web Client,"Voy a intentar dormir, buenas noches...                  ensoñar♥",,False,Thu May 05 05:52:20 +0000 2011,3,66017360888336384
1,erased_234897,http://twitcam.com/5l9kc - :)Hola!!!!!,,False,Thu Jul 07 17:55:19 +0000 2011,2,89029741981614080
0,Twitter Web Client,"@Fernanda8a ojos de loca por que lo dices?, estas bien hermosa nada de defectos!!",Fernanda8a,False,Thu Aug 04 19:26:48 +0000 2011,0,99199627852648448
884,Twitter for iPhone,¡NUEVO VIDEO! ¡Qué tengo mi cama y cómo tengo decorado el cuarto! http://t.co/cTpZfzqmmc ¿Me ayudas con un RT RT? Gracias por el apoyo :).,,False,Fri Mar 14 05:51:59 +0000 2014,655,444350207929487360
1018,Twitter Web Client,"Ya tengo VINE guapuras, :D sería una cosa muy coqueta si me sigues :D.           &gt;&gt;   https://t.co/UG5uEwGPSX",,False,Sat Apr 05 00:43:55 +0000 2014,251,452245211154874368
0,Twitter for BlackBerry®,Me cortan el cabello por que en teatro me obligan ☹,,False,Fri Dec 17 00:24:15 +0000 2010,0,15562885954535424
1,Twitter for BlackBerry®,@yopintoaadri tan bonita :),yopintoaadri,False,Tue May 31 20:14:48 +0000 2011,1,75656492589662209
191,Twitter for iPhone,😌.,,False,Sat Oct 12 05:49:57 +0000 2013,185,388904351197966336
