id,created_at,text
903399576480219137,2017-08-31 23:30:18,"b'RT @pictoline: \xc2\xa1Ya depositaron! \xf0\x9f\x98\x8e \xf0\x9f\xa5\x91\nAh, pero ayer \xf0\x9f\x98\x93 \xf0\x9f\x8d\x9c\n\nNo es tu imaginaci\xc3\xb3n, la quincena s\xc3\xad dura menos de lo que deber\xc3\xada https://t.co/EFIAf\xe2\x80\xa6'"
903318974808580096,2017-08-31 18:10:01,"b'\xc2\xa1Ya depositaron! \xf0\x9f\x98\x8e \xf0\x9f\xa5\x91\nAh, pero ayer \xf0\x9f\x98\x93 \xf0\x9f\x8d\x9c\n\nNo es tu imaginaci\xc3\xb3n, la quincena s\xc3\xad dura menos de lo que deber\xc3\xada https://t.co/EFIAfq6aKM'"
903278780277510145,2017-08-31 15:30:17,"b'RT @pictoline: 10 am \xf0\x9f\x98\xb4\n1 pm \xf0\x9f\x98\xb4\n6 pm \xf0\x9f\x98\xb4\n11 pm \xf0\x9f\x98\x90\n\n\xc2\xbfPor qu\xc3\xa9 aunque nos estemos cayendo de sue\xc3\xb1o, al llegar a la cama no podemos dormir? https://\xe2\x80\xa6'"
903090953732243457,2017-08-31 03:03:56,"b'10 am \xf0\x9f\x98\xb4\n1 pm \xf0\x9f\x98\xb4\n6 pm \xf0\x9f\x98\xb4\n11 pm \xf0\x9f\x98\x90\n\n\xc2\xbfPor qu\xc3\xa9 aunque nos estemos cayendo de sue\xc3\xb1o, al llegar a la cama no podemos dormir? https://t.co/khxWeVJMif'"
903068170998525952,2017-08-31 01:33:24,"b'Si crees que Dragon Ball Evolution y Death Note fueron malas, prep\xc3\xa1rate:\n\nSe vienen m\xc3\xa1s adaptaciones de animes que\xe2\x80\xa6 https://t.co/Rizq6cblJt'"
903041878161018880,2017-08-30 23:48:56,"b'RT @pictoline: Revenge of the Nerds!\nAunque los populares parecen pasarla bien, a la larga le va mejor a los que tienen pocos (pero buenos)\xe2\x80\xa6'"
902994426263248896,2017-08-30 20:40:22,"b'Hartos de la corrupci\xc3\xb3n, Guatemala form\xc3\xb3 una comisi\xc3\xb3n internacional contra la impunidad\nY aunque a unos les estorba\xe2\x80\xa6 https://t.co/bhyPuOxdqr'"
902946374047563776,2017-08-30 17:29:26,"b'Revenge of the Nerds!\nAunque los populares parecen pasarla bien, a la larga le va mejor a los que tienen pocos (per\xe2\x80\xa6 https://t.co/JjkVHVhUlM'"
902920290245545984,2017-08-30 15:45:47,b'Dinosaurios:\nC\xc3\xb3mo imaginamos su extinci\xc3\xb3n \xe2\x98\x84\xef\xb8\x8f \xf0\x9f\x8c\x8e \xf0\x9f\x92\xa5 \xe2\x98\xa0\xef\xb8\x8f \nC\xc3\xb3mo pas\xc3\xb3 en realidad \xf0\x9f\x91\x87 https://t.co/I8c1vHJYer'
902720192324681728,2017-08-30 02:30:40,"b'\xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x91\xa8 = Su\xc3\xa9ter\n\xe2\x9d\x84\xef\xb8\x8f \xf0\x9f\x91\xa9 = Su\xc3\xa9ter + chamarra + guantes + gorro\n\nNo es exageraci\xc3\xb3n, las mujeres s\xc3\xad sienten m\xc3\xa1s fr\xc3\xado que lo\xe2\x80\xa6 https://t.co/vbJIdYAgXS'"
902695589472722944,2017-08-30 00:52:54,"b'It\xe2\x80\x99s a trap! \xf0\x9f\x98\xb1\n\n\xc2\xbfNo te gusta tu trabajo? Seg\xc3\xban una experta de la Universidad de Pennsylvania, muchas veces la raz\xc3\xb3n\xe2\x80\xa6 https://t.co/SyFNnylNMO'"
902563934091096064,2017-08-29 16:09:45,b'As\xc3\xad como que me no me doy cuenta \xf0\x9f\xa4\x94\nTipo credencial \xf0\x9f\x91\xa9\nEl logo del equipo \xf0\x9f\x9b\xa1\n\nDime qu\xc3\xa9 foto de perfil tienes y te dir\xc3\xa9\xe2\x80\xa6 https://t.co/I6Unw4cCvc'
902316570982178816,2017-08-28 23:46:49,"b'RT @pictoline: Texas est\xc3\xa1 viviendo la peor inundaci\xc3\xb3n de su historia por el paso del hurac\xc3\xa1n Harvey \xf0\x9f\x98\x94\n\nEstamos contigo, Houston \xe2\x9d\xa4\xef\xb8\x8f https://\xe2\x80\xa6'"
902216644298022913,2017-08-28 17:09:45,"b'Texas est\xc3\xa1 viviendo la peor inundaci\xc3\xb3n de su historia por el paso del hurac\xc3\xa1n Harvey \xf0\x9f\x98\x94\n\nEstamos contigo, Houston \xe2\x9d\xa4\xef\xb8\x8f https://t.co/pjFny2SEe4'"
902191657650618368,2017-08-28 15:30:27,b'RT @pictoline: Y as\xc3\xad inicia el \xc3\xbaltimo ciclo para los fans de #GameOfThrones\n\n\xf0\x9f\x98\xb1 \xf0\x9f\x98\xad \xf0\x9f\x98\x9f \xf0\x9f\x98\xb5 \xf0\x9f\xa4\x94 \xf0\x9f\x98\x8d \xf0\x9f\x98\x83 \xf0\x9f\x98\xb1 https://t.co/Jr46b0HoA6'
902002835386056706,2017-08-28 03:00:09,b'Y as\xc3\xad inicia el \xc3\xbaltimo ciclo para los fans de #GameOfThrones\n\n\xf0\x9f\x98\xb1 \xf0\x9f\x98\xad \xf0\x9f\x98\x9f \xf0\x9f\x98\xb5 \xf0\x9f\xa4\x94 \xf0\x9f\x98\x8d \xf0\x9f\x98\x83 \xf0\x9f\x98\xb1 https://t.co/Jr46b0HoA6'
